texto,dependencia
motor para lancha peso a peso. Por favor ayúdenme.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
gps marino y radio apoyo,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, gps marino, radio apoyo.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"radio apoyo, gps marino",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, radio apoyo, gps marino. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
redes de pesca subsidiadas,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, redes de pesca subsidiadas",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, redes de pesca subsidiadas, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, redes de pesca subsidiadas, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
reparacion de fibra de vidrio lancha apoyo,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
reparacion de fibra de vidrio lancha apoyo.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
reparacion de fibra de vidrio lancha apoyo. Por favor ayúdenme.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, reparacion de fibra de vidrio lancha apoyo, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
insumos para granja de tilapias,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"insumos para granja de tilapias, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, insumos para granja de tilapias.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, insumos para granja de tilapias, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
seguro de vida por muerte en altamar,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
seguro de vida por muerte en altamar.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, seguro de vida por muerte en altamar",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, seguro de vida por muerte en altamar. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
mi pareja me amenazo de muerte ayuda,Secretaría de las Mujeres (SEMUJERES)
mi pareja me amenazo de muerte apoyo,Secretaría de las Mujeres (SEMUJERES)
"Por favor, mi pareja me amenazo de muerte ayuda.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, mi pareja me amenazo de muerte ayuda. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
necesito divorciarme y no tengo para abogado,Secretaría de las Mujeres (SEMUJERES)
"necesito divorciarme, no tengo para abogado, gracias",Secretaría de las Mujeres (SEMUJERES)
preciso divorciarme y me falta para abogado,Secretaría de las Mujeres (SEMUJERES)
"Buen día, necesito divorciarme y no tengo para abogado. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
psicologa para superar violencia familiar,Secretaría de las Mujeres (SEMUJERES)
"Por favor, psicologa para superar violencia familiar. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
psicologa para superar violencia familiar.,Secretaría de las Mujeres (SEMUJERES)
"Por favor, psicologa para superar violencia familiar, gracias",Secretaría de las Mujeres (SEMUJERES)
ubicacion del centro violeta mas cercano,Secretaría de las Mujeres (SEMUJERES)
"Buen día, ubicacion del centro violeta mas cercano",Secretaría de las Mujeres (SEMUJERES)
"Hola, ubicacion del centro violeta mas cercano, gracias",Secretaría de las Mujeres (SEMUJERES)
"Por favor, ubicacion del centro violeta mas cercano. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
refugio secreto para mujeres golpeadas,Secretaría de las Mujeres (SEMUJERES)
"Por favor, refugio secreto para mujeres golpeadas",Secretaría de las Mujeres (SEMUJERES)
"Hola, refugio secreto para mujeres golpeadas",Secretaría de las Mujeres (SEMUJERES)
"Buen día, refugio secreto para mujeres golpeadas",Secretaría de las Mujeres (SEMUJERES)
dinero para renta porque huyo de mi agresor,Secretaría de las Mujeres (SEMUJERES)
"Buen día, dinero para renta porque huyo de mi agresor.",Secretaría de las Mujeres (SEMUJERES)
"Por favor, dinero para renta porque huyo de mi agresor",Secretaría de las Mujeres (SEMUJERES)
"Por favor, dinero para renta porque huyo de mi agresor.",Secretaría de las Mujeres (SEMUJERES)
apoyo a huerfanos por feminicidio,Secretaría de las Mujeres (SEMUJERES)
"Buen día, apoyo a huerfanos por feminicidio. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Hola, apoyo a huerfanos por feminicidio, gracias",Secretaría de las Mujeres (SEMUJERES)
"Hola, apoyo a huerfanos por feminicidio.",Secretaría de las Mujeres (SEMUJERES)
tiendas oxxo seguras para pedir ayuda,Secretaría de las Mujeres (SEMUJERES)
"Buen día, tiendas oxxo seguras para pedir ayuda",Secretaría de las Mujeres (SEMUJERES)
"Por favor, tiendas oxxo seguras para pedir ayuda. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Hola, tiendas oxxo seguras para pedir ayuda.",Secretaría de las Mujeres (SEMUJERES)
capacitacion para artesanas que quieren vender,Secretaría de las Mujeres (SEMUJERES)
"Buen día, capacitacion para artesanas que quieren vender",Secretaría de las Mujeres (SEMUJERES)
"Hola, capacitacion para artesanas que quieren vender.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, capacitacion para artesanas que quieren vender, gracias",Secretaría de las Mujeres (SEMUJERES)
taller de empoderamiento economico mujer,Secretaría de las Mujeres (SEMUJERES)
"Buen día, taller de empoderamiento economico mujer.",Secretaría de las Mujeres (SEMUJERES)
"Hola, taller de empoderamiento economico mujer, gracias",Secretaría de las Mujeres (SEMUJERES)
"Hola, taller de empoderamiento economico mujer. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
platica de prevencion de violencia en el noviazgo,Secretaría de las Mujeres (SEMUJERES)
"Por favor, platica de prevencion de violencia en el noviazgo",Secretaría de las Mujeres (SEMUJERES)
"Buen día, platica de prevencion de violencia en el noviazgo.",Secretaría de las Mujeres (SEMUJERES)
"platica de prevencion de violencia en el noviazgo, gracias",Secretaría de las Mujeres (SEMUJERES)
promotoras de la paz convocatoria,Secretaría de las Mujeres (SEMUJERES)
"Por favor, promotoras de la paz convocatoria.",Secretaría de las Mujeres (SEMUJERES)
"Hola, promotoras de la paz convocatoria. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, promotoras de la paz convocatoria. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
pastor solicita apoyo para la luz del templo,Secretaría General de Gobierno (SGG)
"Por favor, pastor solicita apoyo para la luz del templo. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Buen día, pastor solicita apoyo para la luz del templo. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
pastor solicita apoyo para la luz del templo.,Secretaría General de Gobierno (SGG)
asociacion civil pide juguetes para navidad,Secretaría General de Gobierno (SGG)
"Por favor, asociacion civil pide juguetes para navidad. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
asociacion civil pide juguetes para navidad. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Hola, asociacion civil pide juguetes para navidad, gracias",Secretaría General de Gobierno (SGG)
recursos para ex internos del cereso,Secretaría General de Gobierno (SGG)
"Buen día, recursos para ex internos del cereso.",Secretaría General de Gobierno (SGG)
recursos para ex internos del cereso. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Buen día, recursos para ex internos del cereso, gracias",Secretaría General de Gobierno (SGG)
remodelacion de la casa ejidal,Secretaría General de Gobierno (SGG)
"Por favor, remodelacion de la casa ejidal.",Secretaría General de Gobierno (SGG)
"Por favor, remodelacion de la casa ejidal, gracias",Secretaría General de Gobierno (SGG)
"Buen día, remodelacion de la casa ejidal, gracias",Secretaría General de Gobierno (SGG)
discriminacion por preferencia sexual ayuda,Secretaría General de Gobierno (SGG)
discriminacion por preferencia sexual ayuda.,Secretaría General de Gobierno (SGG)
"Hola, discriminacion por preferencia sexual ayuda, gracias",Secretaría General de Gobierno (SGG)
"Por favor, discriminacion por preferencia sexual ayuda, gracias",Secretaría General de Gobierno (SGG)
acta de defuncion tramite urgente,Consejería Jurídica (Registro Civil)
acta de defuncion tramite de manera urgente,Consejería Jurídica (Registro Civil)
"Buen día, acta de defuncion tramite urgente. Por favor ayúdenme.",Consejería Jurídica (Registro Civil)
acta de defuncion tramite con urgencia,Consejería Jurídica (Registro Civil)
boda civil costo y requisitos,Consejería Jurídica (Registro Civil)
"Hola, requisitos, boda civil costo, gracias",Consejería Jurídica (Registro Civil)
"Por favor, boda civil costo y requisitos",Consejería Jurídica (Registro Civil)
"Por favor, boda civil costo y requisitos, gracias",Consejería Jurídica (Registro Civil)
reportar moscos zika y chikungunya,Secretaría de Salud de Yucatán (SSY)
reportar moscos zika y chikungunya.,Secretaría de Salud de Yucatán (SSY)
"Por favor, reportar moscos zika y chikungunya. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Hola, reportar moscos zika y chikungunya.",Secretaría de Salud de Yucatán (SSY)
atencion psiquiatrica urgente,Secretaría de Salud de Yucatán (SSY)
"Por favor, atencion psiquiatrica con urgencia",Secretaría de Salud de Yucatán (SSY)
atencion psiquiatrica con urgencia,Secretaría de Salud de Yucatán (SSY)
"Buen día, atencion psiquiatrica urgente",Secretaría de Salud de Yucatán (SSY)
mastografia gratis campaña,Secretaría de Salud de Yucatán (SSY)
"Buen día, mastografia gratis campaña. Por favor ayúdenme.",Secretaría de Salud de Yucatán (SSY)
"Buen día, mastografia gratis campaña, gracias",Secretaría de Salud de Yucatán (SSY)
"Buen día, mastografia gratis campaña.",Secretaría de Salud de Yucatán (SSY)
beca universitaria jovenes escribiendo,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, beca universitaria jovenes escribiendo, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, beca universitaria jovenes escribiendo. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
beca universitaria jovenes escribiendo.,Secretaría de Bienestar (SEDESOL Yucatán)
cuarto dormitorio hacinamiento,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, cuarto dormitorio hacinamiento, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, cuarto dormitorio hacinamiento.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, cuarto dormitorio hacinamiento. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
apoyo alimentario despensa,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, apoyo alimentario despensa. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
apoyo alimentario despensa.,Secretaría de Bienestar (SEDESOL Yucatán)
apoyo alimentario despensa. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
beca excelencia primaria,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, beca excelencia primaria.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, beca excelencia primaria.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, beca excelencia primaria",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
preinscripciones en linea kinder,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, preinscripciones en linea kinder.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"preinscripciones en linea kinder, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, preinscripciones en linea kinder",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
tarjeta joven transporte,Secretaría de las Juventudes (SEJUVE)
"Hola, tarjeta joven transporte.",Secretaría de las Juventudes (SEJUVE)
"Buen día, tarjeta joven transporte",Secretaría de las Juventudes (SEJUVE)
"Hola, tarjeta joven transporte",Secretaría de las Juventudes (SEJUVE)
boletos venados gratis,Secretaría de las Juventudes (SEJUVE)
"Hola, boletos venados gratis, gracias",Secretaría de las Juventudes (SEJUVE)
"Por favor, boletos venados gratis.",Secretaría de las Juventudes (SEJUVE)
"Hola, boletos venados gratis.",Secretaría de las Juventudes (SEJUVE)
placas nuevas yucatan costo,Secretaría de Seguridad Pública (SSP)
"Buen día, placas nuevas yucatan costo",Secretaría de Seguridad Pública (SSP)
"Por favor, placas nuevas yucatan costo.",Secretaría de Seguridad Pública (SSP)
"Buen día, placas nuevas yucatan costo.",Secretaría de Seguridad Pública (SSP)
reporte 089 venta de drogas,Secretaría de Seguridad Pública (SSP)
"reporte 089 venta de drogas, gracias",Secretaría de Seguridad Pública (SSP)
"Por favor, reporte 089 venta de drogas.",Secretaría de Seguridad Pública (SSP)
"Hola, reporte 089 venta de drogas",Secretaría de Seguridad Pública (SSP)
bolsa de trabajo merida,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, bolsa de trabajo merida",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, bolsa de trabajo merida, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, bolsa de trabajo merida. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
credito emprendedor joven,Secretaría de Fomento Económico y Trabajo (SEFOET)
"Hola, credito emprendedor joven",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Buen día, credito emprendedor joven. Por favor ayúdenme.",Secretaría de Fomento Económico y Trabajo (SEFOET)
"Por favor, credito emprendedor joven, gracias",Secretaría de Fomento Económico y Trabajo (SEFOET)
certificacion punto limpio turismo,Secretaría de Fomento Turístico (SEFOTUR)
"Hola, certificacion punto limpio turismo.",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, certificacion punto limpio turismo",Secretaría de Fomento Turístico (SEFOTUR)
"Buen día, certificacion punto limpio turismo, gracias",Secretaría de Fomento Turístico (SEFOTUR)
peso a peso agricola convocatoria,Secretaría de Desarrollo Rural (SEDER)
"Por favor, peso a peso agricola convocatoria",Secretaría de Desarrollo Rural (SEDER)
"Hola, peso a peso agricola convocatoria.",Secretaría de Desarrollo Rural (SEDER)
"Buen día, peso a peso agricola convocatoria.",Secretaría de Desarrollo Rural (SEDER)
camino sacacosechas reparacion,Secretaría de Desarrollo Rural (SEDER)
"Buen día, camino sacacosechas reparacion.",Secretaría de Desarrollo Rural (SEDER)
"Hola, camino sacacosechas reparacion. Por favor ayúdenme.",Secretaría de Desarrollo Rural (SEDER)
"Hola, camino sacacosechas reparacion, gracias",Secretaría de Desarrollo Rural (SEDER)
reforestacion plantas nativas,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, reforestacion plantas nativas, gracias",Secretaría de Desarrollo Sustentable (SDS)
"Hola, reforestacion plantas nativas.",Secretaría de Desarrollo Sustentable (SDS)
"Hola, reforestacion plantas nativas. Por favor ayúdenme.",Secretaría de Desarrollo Sustentable (SDS)
reciclaje de llantas,Secretaría de Desarrollo Sustentable (SDS)
"Buen día, reciclaje de llantas",Secretaría de Desarrollo Sustentable (SDS)
reciclaje de llantas. Por favor ayúdenme.,Secretaría de Desarrollo Sustentable (SDS)
